"PassengerId","Name","Sex","Age","SibSp","Parch","Salary","Job","Survived","Ticket","Fare","Cabin","Embarked"
23,"McGowan, Miss. Anna Annie","female",15,0,0,257.28,"shoemaker","Alive","330923",8.0292,"U","Q"
25,"Palsson, Miss. Torborg Danira","female",8,3,1,336.37,"barber","Dead","349909",21.075,"U","S"
26,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)","female",38,1,5,80.33,"wigmaker","Alive","347077",31.3875,"U","S"
28,"Fortune, Mr. Charles Alexander","male",19,3,2,2239.34,"farrier","Dead","19950",66.62505,"C23 C25 C27","S"
29,"O'Dwyer, Miss. Ellen Nellie","female",28,0,0,26.02,"wheelwright","Alive","330959",7.8792,"U","Q"
30,"Todoroff, Mr. Lalio","male",28,0,0,379.2,"wheelwright","Dead","349216",7.8958,"U","S"
31,"Uruchurtu, Don. Manuel E","male",40,0,0,3453.07,"dentist","Dead","PC 17601",27.7208,"U","C"
32,"Spencer, Mrs. William Augustus (Marie Eugenie)","female",28,1,0,2083.59,"hatter","Alive","PC 17569",66.62505,"B78","C"
33,"Glynn, Miss. Mary Agatha","female",28,0,0,214.57,"blacksmith","Alive","335677",7.75,"U","Q"
34,"Wheadon, Mr. Edward H","male",54.5,0,0,786.02,"cutler","Dead","C.A. 24579",10.5,"U","S"
35,"Meyer, Mr. Edgar Joseph","male",28,1,0,2045.17,"farrier","Dead","PC 17604",66.62505,"U","C"
36,"Holverson, Mr. Alexander Oskar","male",42,1,0,4074.34,"doctor","Dead","113789",52,"U","S"
37,"Mamee, Mr. Hanna","male",28,0,0,377.82,"shoemaker","Alive","2677",7.2292,"U","C"
38,"Cann, Mr. Ernest Charles","male",21,0,0,24.46,"shoemaker","Dead","A./5. 2152",8.05,"U","S"
40,"Nicola-Yarred, Miss. Jamila","female",14,1,0,55.74,"blacksmith","Alive","2651",11.2417,"U","C"
41,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)","female",40,1,0,17.64,"wigmaker","Dead","7546",9.475,"U","S"
42,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)","female",27,1,0,1727.13,"coachmaker","Dead","11668",21,"U","S"
43,"Kraeff, Mr. Theodor","male",28,0,0,194.54,"shoemaker","Dead","349253",7.8958,"U","C"
44,"Laroche, Miss. Simonne Marie Anne Andree","female",3,1,2,1716.31,"bookbinder","Alive","SC/Paris 2123",41.5792,"U","C"
45,"Devaney, Miss. Margaret Delia","female",19,0,0,399.93,"wheelwright","Alive","330958",7.8792,"U","Q"
46,"Rogers, Mr. William John","male",28,0,0,342.47,"weaver","Dead","S.C./A.4. 23567",8.05,"U","S"
48,"O'Driscoll, Miss. Bridget","female",28,0,0,102.54,"wigmaker","Alive","14311",7.75,"U","Q"
49,"Samaan, Mr. Youssef","male",28,2,0,183.26,"weaver","Dead","2662",21.6792,"U","C"
50,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)","female",18,1,0,251.22,"wheelwright","Dead","349237",17.8,"U","S"
51,"Panula, Master. Juha Niilo","male",7,4,1,230.09,"barber","Dead","3101295",39.6875,"U","S"
52,"Nosworthy, Mr. Richard Cater","male",21,0,0,31.5,"blacksmith","Dead","A/4. 39886",7.8,"U","S"
53,"Harper, Mrs. Henry Sleeper (Myna Haxtun)","female",49,1,0,2203.72,"surgeon","Alive","PC 17572",66.62505,"D33","C"
54,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)","female",29,1,0,1814.6,"coachmaker","Alive","2926",26,"U","S"
55,"Ostby, Mr. Engelhart Cornelius","male",54.5,0,1,3532.83,"surgeon","Dead","113509",61.9792,"B30","C"
56,"Woolner, Mr. Hugh","male",28,0,0,4630.18,"music teacher","Alive","19947",35.5,"C52","S"
57,"Rugg, Miss. Emily","female",21,0,0,953.82,"coachmaker","Alive","C.A. 31026",10.5,"U","S"
58,"Novel, Mr. Mansouer","male",28.5,0,0,30.04,"wigmaker","Dead","2697",7.2292,"U","C"
59,"West, Miss. Constance Mirium","female",5,1,2,1252.89,"cutler","Alive","C.A. 34651",27.75,"U","S"
60,"Goodwin, Master. William Frederick","male",11,5,2,282.87,"wheelwright","Dead","CA 2144",46.9,"U","S"
61,"Sirayanian, Mr. Orsen","male",22,0,0,114.73,"shoemaker","Dead","2669",7.2292,"U","C"
62,"Icard, Miss. Amelie","female",38,0,0,2420.37,"music teacher","Alive","113572",66.62505,"B28","S"
63,"Harris, Mr. Henry Birkhardt","male",45,1,0,3859.74,"surgeon","Dead","36973",66.62505,"C83","S"
64,"Skoog, Master. Harald","male",4,3,2,270.08,"wigmaker","Dead","347088",27.9,"U","S"
65,"Stewart, Mr. Albert A","male",28,0,0,4867.54,"hatter","Dead","PC 17605",27.7208,"U","C"
66,"Moubarek, Master. Gerios","male",28,1,1,372.42,"barber","Alive","2661",15.2458,"U","C"
67,"Nye, Mrs. (Elizabeth Ramell)","female",29,0,0,1494.93,"carpenter-joiner","Alive","C.A. 29395",10.5,"F33","S"
68,"Crease, Mr. Ernest James","male",19,0,0,368.92,"blacksmith","Dead","S.P. 3464",8.1583,"U","S"
69,"Andersson, Miss. Erna Alexandra","female",17,4,2,209.74,"wigmaker","Alive","3101281",7.925,"U","S"
70,"Kink, Mr. Vincenz","male",26,2,0,79.06,"blacksmith","Dead","315151",8.6625,"U","S"
72,"Goodwin, Miss. Lillian Amy","female",16,5,2,227.67,"wheelwright","Dead","CA 2144",46.9,"U","S"
73,"Hood, Mr. Ambrose Jr","male",21,0,0,1863.25,"cabinetmaker","Dead","S.O.C. 14879",66.62505,"U","S"
74,"Chronopoulos, Mr. Apostolos","male",26,1,0,338.31,"wigmaker","Dead","2680",14.4542,"U","C"
75,"Bing, Mr. Lee","male",32,0,0,206.08,"wigmaker","Alive","1601",56.4958,"U","S"
76,"Moen, Mr. Sigurd Hansen","male",25,0,0,297.68,"blacksmith","Dead","348123",7.65,"F G73","S"
77,"Staneff, Mr. Ivan","male",28,0,0,57.64,"blacksmith","Dead","349208",7.8958,"U","S"
78,"Moutal, Mr. Rahamin Haim","male",28,0,0,390.72,"barber","Dead","374746",8.05,"U","S"
79,"Caldwell, Master. Alden Gates","male",2.5,0,2,1307.67,"carpenter-joiner","Alive","248738",29,"U","S"
80,"Dowdell, Miss. Elizabeth","female",30,0,0,46.5,"blacksmith","Alive","364516",12.475,"U","S"
81,"Waelens, Mr. Achille","male",22,0,0,52.11,"barber","Dead","345767",9,"U","S"
82,"Sheerlinck, Mr. Jan Baptist","male",29,0,0,131.14,"weaver","Alive","345779",9.5,"U","S"
83,"McDermott, Miss. Brigdet Delia","female",28,0,0,382.21,"barber","Alive","330932",7.7875,"U","Q"
84,"Carrau, Mr. Francisco M","male",28,0,0,2631.26,"dentist","Dead","113059",47.1,"U","S"
85,"Ilett, Miss. Bertha","female",17,0,0,1057.37,"cabinetmaker","Alive","SO/C 14885",10.5,"U","S"
86,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)","female",33,3,0,391.57,"weaver","Alive","3101278",15.85,"U","S"
87,"Ford, Mr. William Neal","male",16,1,3,390.14,"blacksmith","Dead","W./C. 6608",34.375,"U","S"
88,"Slocovski, Mr. Selman Francis","male",28,0,0,86.53,"wigmaker","Dead","SOTON/OQ 392086",8.05,"U","S"
89,"Fortune, Miss. Mabel Helen","female",23,3,2,2353.08,"farrier","Alive","19950",66.62505,"C23 C25 C27","S"
90,"Celotti, Mr. Francesco","male",24,0,0,88.5,"wheelwright","Dead","343275",8.05,"U","S"
91,"Christmann, Mr. Emil","male",29,0,0,332.56,"weaver","Dead","343276",8.05,"U","S"
92,"Andreasson, Mr. Paul Edvin","male",20,0,0,289.14,"wigmaker","Dead","347466",7.8542,"U","S"
93,"Chaffee, Mr. Herbert Fuller","male",46,1,0,3095.11,"hatter","Dead","W.E.P. 5734",61.175,"E31","S"
94,"Dean, Mr. Bertram Frank","male",26,1,2,56.18,"wheelwright","Dead","C.A. 2315",20.575,"U","S"
95,"Coxon, Mr. Daniel","male",54.5,0,0,11.52,"barber","Dead","364500",7.25,"U","S"
96,"Shorney, Mr. Charles Joseph","male",28,0,0,26.22,"blacksmith","Dead","374910",8.05,"U","S"
97,"Goldschmidt, Mr. George B","male",54.5,0,0,2879.98,"farrier","Dead","PC 17754",34.6542,"A5","C"
98,"Greenfield, Mr. William Bertram","male",23,0,1,3707.6,"hatter","Alive","PC 17759",63.3583,"D10 D12","C"
99,"Doling, Mrs. John T (Ada Julia Bone)","female",34,0,1,975.64,"carpenter-joiner","Alive","231919",23,"U","S"
100,"Kantor, Mr. Sinai","male",34,1,0,714.76,"bookbinder","Dead","244367",26,"U","S"
101,"Petranec, Miss. Matilda","female",28,0,0,123.57,"wigmaker","Dead","349245",7.8958,"U","S"
102,"Petroff, Mr. Pastcho (Pentcho)","male",28,0,0,84.82,"barber","Dead","349215",7.8958,"U","S"
103,"White, Mr. Richard Frasar","male",21,0,1,4334.35,"dentist","Dead","35281",66.62505,"D26","S"
104,"Johansson, Mr. Gustaf Joel","male",33,0,0,237.49,"wheelwright","Dead","7540",8.6542,"U","S"
105,"Gustafsson, Mr. Anders Vilhelm","male",37,2,0,234.64,"blacksmith","Dead","3101276",7.925,"U","S"
106,"Mionoff, Mr. Stoytcho","male",28,0,0,152.2,"weaver","Dead","349207",7.8958,"U","S"
107,"Salkjelsvik, Miss. Anna Kristine","female",21,0,0,265.55,"blacksmith","Alive","343120",7.65,"U","S"
108,"Moss, Mr. Albert Johan","male",28,0,0,176.11,"blacksmith","Alive","312991",7.775,"U","S"
109,"Rekic, Mr. Tido","male",38,0,0,341.7,"wigmaker","Dead","349249",7.8958,"U","S"
110,"Moran, Miss. Bertha","female",28,1,0,114.01,"shoemaker","Alive","371110",24.15,"U","Q"
111,"Porter, Mr. Walter Chamberlain","male",47,0,0,4203.55,"goldsmith","Dead","110465",52,"C110","S"
112,"Zabour, Miss. Hileni","female",14.5,1,0,244.13,"shoemaker","Dead","2665",14.4542,"U","C"
114,"Jussila, Miss. Katriina","female",20,1,0,114.16,"barber","Dead","4136",9.825,"U","S"
115,"Attalah, Miss. Malake","female",17,0,0,137.93,"barber","Dead","2627",14.4583,"U","C"
117,"Connors, Mr. Patrick","male",54.5,0,0,322.9,"blacksmith","Dead","370369",7.75,"U","Q"
119,"Baxter, Mr. Quigg Edmond","male",24,0,1,2217.09,"pharmacist","Dead","PC 17558",66.62505,"B58 B60","C"
120,"Andersson, Miss. Ellis Anna Maria","female",2.5,4,2,308.14,"weaver","Dead","347082",31.275,"U","S"
121,"Hickman, Mr. Stanley George","male",21,2,0,888.5,"carpenter-joiner","Dead","S.O.C. 14879",66.62505,"U","S"
122,"Moore, Mr. Leonard Charles","male",28,0,0,70.92,"wheelwright","Dead","A4. 54510",8.05,"U","S"
123,"Nasser, Mr. Nicholas","male",32.5,1,0,1143.54,"shopkeeper","Dead","237736",30.0708,"U","C"
124,"Webber, Miss. Susan","female",32.5,0,0,604.99,"bookbinder","Alive","27267",13,"E101","S"
125,"White, Mr. Percival Wayland","male",54,0,1,4492.23,"dentist","Dead","35281",66.62505,"D26","S"
126,"Nicola-Yarred, Master. Elias","male",12,1,0,395.4,"weaver","Alive","2651",11.2417,"U","C"
127,"McMahon, Mr. Martin","male",28,0,0,142.54,"wheelwright","Dead","370372",7.75,"U","Q"
128,"Madsen, Mr. Fridtjof Arne","male",24,0,0,394.82,"wheelwright","Alive","C 17369",7.1417,"U","S"
129,"Peter, Miss. Anna","female",28,1,1,262.75,"wheelwright","Alive","2668",22.3583,"F E69","C"
131,"Drazenoic, Mr. Jozef","male",33,0,0,21.81,"blacksmith","Dead","349241",7.8958,"U","C"
132,"Coelho, Mr. Domingos Fernandeo","male",20,0,0,142.64,"weaver","Dead","SOTON/O.Q. 3101307",7.05,"U","S"
133,"Robins, Mrs. Alexander A (Grace Charity Laury)","female",47,1,0,56.77,"weaver","Dead","A/5. 3337",14.5,"U","S"
135,"Sobey, Mr. Samuel James Hayden","male",25,0,0,1266.33,"bookbinder","Dead","C.A. 29178",13,"U","S"
136,"Richard, Mr. Emile","male",23,0,0,956.81,"hatter","Dead","SC/PARIS 2133",15.0458,"U","C"
137,"Newsom, Miss. Helen Monypeny","female",19,0,2,2006.92,"goldsmith","Alive","11752",26.2833,"D47","S"
138,"Futrelle, Mr. Jacques Heath","male",37,1,0,3392.21,"surgeon","Dead","113803",53.1,"C123","S"
139,"Osen, Mr. Olaf Elon","male",16,0,0,224.16,"barber","Dead","7534",9.2167,"U","S"
140,"Giglio, Mr. Victor","male",24,0,0,3120.39,"surgeon","Dead","PC 17593",66.62505,"B86","C"
142,"Nysten, Miss. Anna Sofia","female",22,0,0,2.43,"blacksmith","Alive","347081",7.75,"U","S"
143,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)","female",24,1,0,219.26,"weaver","Alive","STON/O2. 3101279",15.85,"U","S"
144,"Burke, Mr. Jeremiah","male",19,0,0,355.53,"weaver","Dead","365222",6.75,"U","Q"
145,"Andrew, Mr. Edgardo Samuel","male",18,0,0,523.88,"shopkeeper","Dead","231945",11.5,"U","S"
146,"Nicholls, Mr. Joseph Charles","male",19,1,1,1842.16,"silversmith","Dead","C.A. 33112",36.75,"U","S"
147,"Andersson, Mr. August Edvard (Wennerstrom)","male",27,0,0,169.35,"blacksmith","Alive","350043",7.7958,"U","S"
148,"Ford, Miss. Robina Maggie Ruby","female",9,2,2,383.07,"blacksmith","Dead","W./C. 6608",34.375,"U","S"
149,"Navratil, Mr. Michel (Louis M Hoffman)","male",36.5,0,2,1539.73,"shopkeeper","Dead","230080",26,"F2","S"
150,"Byles, Rev. Thomas Roussel Davids","male",42,0,0,931.42,"coachmaker","Dead","244310",13,"U","S"
151,"Bateman, Rev. Robert James","male",51,0,0,455.87,"shopkeeper","Dead","S.O.P. 1166",12.525,"U","S"
152,"Pears, Mrs. Thomas (Edith Wearne)","female",22,1,0,2850.71,"farrier","Alive","113776",66.6,"C2","S"
153,"Meo, Mr. Alfonzo","male",54.5,0,0,370.95,"blacksmith","Dead","A.5. 11206",8.05,"U","S"
154,"van Billiard, Mr. Austin Blyler","male",40.5,0,2,216.44,"shoemaker","Dead","A/5. 851",14.5,"U","S"
155,"Olsen, Mr. Ole Martin","male",28,0,0,271.41,"wheelwright","Dead","Fa 265302",7.3125,"U","S"
156,"Williams, Mr. Charles Duane","male",51,0,1,3785.84,"hatter","Dead","PC 17597",61.3792,"U","C"
157,"Gilnagh, Miss. Katherine Katie","female",16,0,0,165.69,"weaver","Alive","35851",7.7333,"U","Q"
158,"Corn, Mr. Harry","male",30,0,0,200.11,"wigmaker","Dead","SOTON/OQ 392090",8.05,"U","S"
159,"Smiljanic, Mr. Mile","male",28,0,0,147.76,"blacksmith","Dead","315037",8.6625,"U","S"
160,"Sage, Master. Thomas Henry","male",28,8,2,269.72,"blacksmith","Dead","CA. 2343",66.62505,"U","S"
161,"Cribb, Mr. John Hatfield","male",44,0,1,340.57,"wheelwright","Dead","371362",16.1,"U","S"
162,"Watt, Mrs. James (Elizabeth Bessie Inglis Milne)","female",40,0,0,1508.76,"shopkeeper","Alive","C.A. 33595",15.75,"U","S"
163,"Bengtsson, Mr. John Viktor","male",26,0,0,90.64,"blacksmith","Dead","347068",7.775,"U","S"
164,"Calic, Mr. Jovo","male",17,0,0,122.05,"blacksmith","Dead","315093",8.6625,"U","S"
165,"Panula, Master. Eino Viljami","male",2.5,4,1,127,"shoemaker","Dead","3101295",39.6875,"U","S"
166,"Goldsmith, Master. Frank John William Frankie","male",9,0,2,231.23,"wheelwright","Alive","363291",20.525,"U","S"
167,"Chibnall, Mrs. (Edith Martha Bowerman)","female",28,0,1,2067.56,"goldsmith","Alive","113505",55,"E33","S"
168,"Skoog, Mrs. William (Anna Bernhardina Karlsson)","female",45,1,4,343.81,"wheelwright","Dead","347088",27.9,"U","S"
169,"Baumann, Mr. John D","male",28,0,0,2971.64,"music teacher","Dead","PC 17318",25.925,"U","S"
170,"Ling, Mr. Lee","male",28,0,0,15.38,"wheelwright","Dead","1601",56.4958,"U","S"
172,"Rice, Master. Arthur","male",4,4,1,245.3,"blacksmith","Dead","382652",29.125,"U","Q"
173,"Johnson, Miss. Eleanor Ileen","female",2.5,1,1,91.87,"wigmaker","Alive","347742",11.1333,"U","S"
174,"Sivola, Mr. Antti Wilhelm","male",21,0,0,54.74,"weaver","Dead","STON/O 2. 3101280",7.925,"U","S"
175,"Smith, Mr. James Clinch","male",54.5,0,0,2372.13,"hatter","Dead","17764",30.6958,"A7","C"
176,"Klasen, Mr. Klas Albin","male",18,1,1,287.14,"shoemaker","Dead","350404",7.8542,"U","S"
177,"Lefebre, Master. Henry Forbes","male",28,3,1,231.78,"blacksmith","Dead","4133",25.4667,"U","S"
178,"Isham, Miss. Ann Elizabeth","female",50,0,0,2788.63,"pharmacist","Dead","PC 17595",28.7125,"C49","C"
179,"Hale, Mr. Reginald","male",30,0,0,1346.42,"shopkeeper","Dead","250653",13,"U","S"
182,"Pernot, Mr. Rene","male",28,0,0,679.02,"carpenter-joiner","Dead","SC/PARIS 2131",15.05,"U","C"
183,"Asplund, Master. Clarence Gustaf Hugo","male",9,4,2,20.83,"blacksmith","Dead","347077",31.3875,"U","S"
184,"Becker, Master. Richard F","male",2.5,2,1,1398.64,"cabinetmaker","Alive","230136",39,"F4","S"
185,"Kink-Heilmann, Miss. Luise Gretchen","female",4,0,2,184.12,"wheelwright","Alive","315153",22.025,"U","S"
186,"Rood, Mr. Hugh Roscoe","male",28,0,0,3605.68,"hatter","Dead","113767",50,"A32","S"
187,"O'Brien, Mrs. Thomas (Johanna Hannah Godfrey)","female",28,1,0,15.15,"blacksmith","Alive","370365",15.5,"U","Q"
188,"Romaine, Mr. Charles Hallace (Mr C Rolmane)","male",45,0,0,4004.27,"dentist","Alive","111428",26.55,"U","S"
189,"Bourke, Mr. John","male",40,1,1,335.85,"wheelwright","Dead","364849",15.5,"U","Q"
190,"Turcin, Mr. Stjepan","male",36,0,0,386.57,"weaver","Dead","349247",7.8958,"U","S"
191,"Pinsky, Mrs. (Rosa)","female",32,0,0,1693.72,"breechesmaker","Alive","234604",13,"U","S"
192,"Carbines, Mr. William","male",19,0,0,1418.23,"coachmaker","Dead","28424",13,"U","S"
193,"Andersen-Jensen, Miss. Carla Christine Nielsine","female",19,1,0,11.88,"wigmaker","Alive","350046",7.8542,"U","S"
194,"Navratil, Master. Michel M","male",3,1,1,1822.12,"coachmaker","Alive","230080",26,"F2","S"
195,"Brown, Mrs. James Joseph (Margaret Tobin)","female",44,0,0,4302.54,"hatter","Alive","PC 17610",27.7208,"B4","C"
196,"Lurette, Miss. Elise","female",54.5,0,0,4136.26,"music teacher","Alive","PC 17569",66.62505,"B80","C"
197,"Mernagh, Mr. Robert","male",28,0,0,239.02,"wheelwright","Dead","368703",7.75,"U","Q"
198,"Olsen, Mr. Karl Siegwart Andreas","male",42,0,1,311.4,"weaver","Dead","4579",8.4042,"U","S"
199,"Madigan, Miss. Margaret Maggie","female",28,0,0,235.58,"blacksmith","Alive","370370",7.75,"U","Q"
200,"Yrois, Miss. Henriette (Mrs Harbeck)","female",24,0,0,1885.55,"hatter","Dead","248747",13,"U","S"
201,"Vande Walle, Mr. Nestor Cyriel","male",28,0,0,13.09,"weaver","Dead","345770",9.5,"U","S"
202,"Sage, Mr. Frederick","male",28,8,2,14.56,"shoemaker","Dead","CA. 2343",66.62505,"U","S"
204,"Youseff, Mr. Gerious","male",45.5,0,0,278.69,"blacksmith","Dead","2628",7.225,"U","C"
205,"Cohen, Mr. Gurshon Gus","male",18,0,0,351,"shoemaker","Alive","A/5 3540",8.05,"U","S"
206,"Strom, Miss. Telma Matilda","female",2.5,0,1,266.65,"barber","Dead","347054",10.4625,"G6","S"
207,"Backstrom, Mr. Karl Alfred","male",32,1,0,26.25,"wheelwright","Dead","3101278",15.85,"U","S"
208,"Albimona, Mr. Nassef Cassem","male",26,0,0,177.46,"wheelwright","Alive","2699",18.7875,"U","C"
209,"Carr, Miss. Helen Ellen","female",16,0,0,380.22,"wigmaker","Alive","367231",7.75,"U","Q"
210,"Blank, Mr. Henry","male",40,0,0,4843.77,"doctor","Alive","112277",31,"A31","C"
211,"Ali, Mr. Ahmed","male",24,0,0,67.25,"barber","Dead","SOTON/O.Q. 3101311",7.05,"U","S"
212,"Cameron, Miss. Clear Annie","female",35,0,0,528.79,"cutler","Alive","F.C.C. 13528",21,"U","S"
213,"Perkin, Mr. John Henry","male",22,0,0,177.65,"blacksmith","Dead","A/5 21174",7.25,"U","S"
214,"Givard, Mr. Hans Kristensen","male",30,0,0,1679.86,"shopkeeper","Dead","250646",13,"U","S"
215,"Kiernan, Mr. Philip","male",28,1,0,135.34,"wheelwright","Dead","367229",7.75,"U","Q"
216,"Newell, Miss. Madeleine","female",31,1,0,2508.4,"doctor","Alive","35273",66.62505,"D36","C"
218,"Jacobsohn, Mr. Sidney Samuel","male",42,1,0,1316.35,"breechesmaker","Dead","243847",27,"U","S"
219,"Bazzani, Miss. Albina","female",32,0,0,3090.12,"goldsmith","Alive","11813",66.62505,"D15","C"
221,"Sunderland, Mr. Victor Francis","male",16,0,0,281.3,"weaver","Alive","SOTON/OQ 392089",8.05,"U","S"
222,"Bracken, Mr. James H","male",27,0,0,1282.17,"coachmaker","Dead","220367",13,"U","S"
223,"Green, Mr. George Henry","male",51,0,0,14.02,"wigmaker","Dead","21440",8.05,"U","S"
224,"Nenkoff, Mr. Christo","male",28,0,0,59.88,"weaver","Dead","349234",7.8958,"U","S"
225,"Hoyt, Mr. Frederick Maxfield","male",38,1,0,3248.23,"music teacher","Alive","19943",66.62505,"C93","S"
226,"Berglund, Mr. Karl Ivar Sven","male",22,0,0,48.1,"barber","Dead","PP 4348",9.35,"U","S"
227,"Mellors, Mr. William John","male",19,0,0,1421.1,"coachmaker","Alive","SW/PP 751",10.5,"U","S"
228,"Lovell, Mr. John Hall (Henry)","male",20.5,0,0,48.55,"blacksmith","Dead","A/5 21173",7.25,"U","S"
229,"Fahlstrom, Mr. Arne Jonas","male",18,0,0,694.37,"bookbinder","Dead","236171",13,"U","S"
230,"Lefebre, Miss. Mathilde","female",28,3,1,343.86,"weaver","Dead","4133",25.4667,"U","S"
231,"Harris, Mrs. Henry Birkhardt (Irene Wallach)","female",35,1,0,3473.48,"doctor","Alive","36973",66.62505,"C83","S"
232,"Larsson, Mr. Bengt Edvin","male",29,0,0,81.76,"shoemaker","Dead","347067",7.775,"U","S"
233,"Sjostedt, Mr. Ernst Adolf","male",54.5,0,0,414.49,"cutler","Dead","237442",13.5,"U","S"
235,"Leyson, Mr. Robert William Norman","male",24,0,0,1658.61,"coachmaker","Dead","C.A. 29566",10.5,"U","S"
236,"Harknett, Miss. Alice Phoebe","female",28,0,0,293.56,"barber","Dead","W./C. 6609",7.55,"U","S"
237,"Hold, Mr. Stephen","male",44,1,0,1087.02,"bookbinder","Dead","26707",26,"U","S"
238,"Collyer, Miss. Marjorie Lottie","female",8,0,2,1930.13,"shopkeeper","Alive","C.A. 31921",26.25,"U","S"
239,"Pengelly, Mr. Frederick William","male",19,0,0,467.98,"cutler","Dead","28665",10.5,"U","S"
240,"Hunt, Mr. George Henry","male",33,0,0,984.7,"cutler","Dead","SCO/W 1585",12.275,"U","S"
241,"Zabour, Miss. Thamine","female",28,1,0,75.37,"barber","Dead","2665",14.4542,"U","C"
242,"Murphy, Miss. Katherine Kate","female",28,1,0,233.98,"wigmaker","Alive","367230",15.5,"U","Q"
243,"Coleridge, Mr. Reginald Charles","male",29,0,0,727.06,"breechesmaker","Dead","W./C. 14263",10.5,"U","S"
245,"Attalah, Mr. Sleiman","male",30,0,0,145.46,"barber","Dead","2694",7.225,"U","C"
246,"Minahan, Dr. William Edward","male",44,2,0,2242.42,"surgeon","Dead","19928",66.62505,"C78","Q"
247,"Lindahl, Miss. Agda Thorilda Viktoria","female",25,0,0,366.2,"weaver","Dead","347071",7.775,"U","S"
249,"Beckwith, Mr. Richard Leonard","male",37,1,1,4844.73,"farrier","Alive","11751",52.5542,"D35","S"
250,"Carter, Rev. Ernest Courtenay","male",54,1,0,457.25,"shopkeeper","Dead","244252",26,"U","S"
251,"Reed, Mr. James George","male",28,0,0,353.81,"shoemaker","Dead","362316",7.25,"U","S"
252,"Strom, Mrs. Wilhelm (Elna Matilda Persson)","female",29,1,1,367.89,"blacksmith","Dead","347054",10.4625,"G6","S"
253,"Stead, Mr. William Thomas","male",54.5,0,0,2230.79,"apothecary","Dead","113514",26.55,"C87","S"
254,"Lobb, Mr. William Arthur","male",30,1,0,230.43,"blacksmith","Dead","A/5. 3336",16.1,"U","S"
255,"Rosblom, Mrs. Viktor (Helena Wilhelmina)","female",41,0,2,187.38,"shoemaker","Dead","370129",20.2125,"U","S"
256,"Touma, Mrs. Darwis (Hanne Youssef Razi)","female",29,0,2,305.05,"blacksmith","Alive","2650",15.2458,"U","C"
257,"Thorne, Mrs. Gertrude Maybelle","female",28,0,0,3467.62,"pharmacist","Alive","PC 17585",66.62505,"U","C"
258,"Cherry, Miss. Gladys","female",30,0,0,3940.66,"goldsmith","Alive","110152",66.62505,"B77","S"
259,"Ward, Miss. Anna","female",35,0,0,3647.83,"farrier","Alive","PC 17755",66.62505,"U","C"
